instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weekday_name,year_label,temp_c,hum_pct
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Summer,Cerah/Berawan,Kamis,2012,26.103347,69.7917
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Summer,Cerah/Berawan,Jumat,2012,24.326653,52.0
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Summer,Cerah/Berawan,Sabtu,2012,23.130847,52.33330000000001
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Summer,Cerah/Berawan,Minggu,2012,24.599999999999998,45.625
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Summer,Cerah/Berawan,Senin,2012,25.454152999999998,53.041700000000006
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Summer,Berkabut,Selasa,2012,24.531653,81.125
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Summer,Berkabut,Rabu,2012,25.215,76.5833
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Summer,Berkabut,Kamis,2012,25.488346999999997,77.45830000000001
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Summer,Cerah/Berawan,Jumat,2012,26.855,71.6667
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Summer,Cerah/Berawan,Sabtu,2012,27.880000000000003,74.70830000000001
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Summer,Cerah/Berawan,Minggu,2012,28.392500000000002,73.25
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Summer,Cerah/Berawan,Senin,2012,28.29,69.7083
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Summer,Cerah/Berawan,Selasa,2012,29.212500000000002,67.625
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Summer,Cerah/Berawan,Rabu,2012,29.622500000000002,68.45830000000001
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Summer,Berkabut,Kamis,2012,26.923347,67.0
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Summer,Cerah/Berawan,Jumat,2012,27.880000000000003,49.2917
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Summer,Berkabut,Sabtu,2012,26.820847,75.5417
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Summer,Cerah/Berawan,Minggu,2012,23.916653,54.9167
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Summer,Cerah/Berawan,Senin,2012,24.7025,49.3333
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Summer,Cerah/Berawan,Selasa,2012,24.497500000000002,48.7083
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Summer,Berkabut,Rabu,2012,22.174153,61.3333
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Summer,Cerah/Berawan,Kamis,2012,22.720847,61.12499999999999
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Summer,Cerah/Berawan,Jumat,2012,24.7025,56.7083
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Summer,Cerah/Berawan,Sabtu,2012,26.615847000000002,46.791700000000006
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Summer,Cerah/Berawan,Minggu,2012,29.144153000000003,43.7083
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Summer,Cerah/Berawan,Senin,2012,29.793346999999997,53.833299999999994
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Summer,Berkabut,Selasa,2012,29.554153,58.791700000000006
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Summer,Berkabut,Rabu,2012,26.786653,83.3333
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Summer,Cerah/Berawan,Kamis,2012,26.889153,58.2083
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Summer,Cerah/Berawan,Jumat,2012,26.581653000000003,56.958299999999994
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Summer,Cerah/Berawan,Sabtu,2012,26.205847000000002,58.958299999999994
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Summer,Cerah/Berawan,Minggu,2012,25.898346999999998,50.416700000000006
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Summer,Cerah/Berawan,Senin,2012,24.2925,59.875
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Summer,Berkabut,Selasa,2012,23.301652999999998,77.79169999999999
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Summer,Cerah/Berawan,Rabu,2012,28.221653,69.0
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Summer,Cerah/Berawan,Kamis,2012,32.082499999999996,59.2083
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Fall,Cerah/Berawan,Jumat,2012,33.039153,56.7917
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Fall,Cerah/Berawan,Sabtu,2012,31.877499999999998,57.375
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Fall,Cerah/Berawan,Minggu,2012,29.998347,53.4583
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Fall,Cerah/Berawan,Senin,2012,30.476653000000002,47.9167
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Fall,Cerah/Berawan,Selasa,2012,29.349153,50.416700000000006
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Fall,Cerah/Berawan,Rabu,2012,25.864152999999998,37.3333
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Fall,Cerah/Berawan,Kamis,2012,28.5975,36.0
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Fall,Cerah/Berawan,Jumat,2012,30.715847,42.25
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Fall,Cerah/Berawan,Sabtu,2012,34.200847,48.875
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Fall,Cerah/Berawan,Minggu,2012,31.365000000000002,60.12499999999999
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Fall,Cerah/Berawan,Senin,2012,33.449153,51.87500000000001
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Fall,Cerah/Berawan,Selasa,2012,32.048347,44.7083
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Fall,Cerah/Berawan,Rabu,2012,32.014153,49.2083
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Fall,Cerah/Berawan,Kamis,2012,32.355847,53.87499999999999
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Fall,Cerah/Berawan,Jumat,2012,33.9275,45.7917
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Fall,Cerah/Berawan,Sabtu,2012,33.961653,45.0833
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Fall,Cerah/Berawan,Minggu,2012,35.328347,49.2083
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Fall,Cerah/Berawan,Senin,2012,33.722500000000004,57.375
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Fall,Berkabut,Selasa,2012,29.144153000000003,68.3333
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Fall,Berkabut,Rabu,2012,29.554153,66.75
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Fall,Cerah/Berawan,Kamis,2012,29.383347,63.3333
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Fall,Cerah/Berawan,Jumat,2012,29.349153,52.9583
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Fall,Berkabut,Sabtu,2012,29.998347,48.5833
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Fall,Berkabut,Minggu,2012,28.836653,69.91669999999999
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Fall,Cerah/Berawan,Senin,2012,30.579152999999998,71.7917
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Fall,Cerah/Berawan,Selasa,2012,31.296653000000003,64.5
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Fall,Cerah/Berawan,Rabu,2012,33.551653,50.583299999999994
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Fall,Cerah/Berawan,Kamis,2012,32.526652999999996,57.7083
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Fall,Cerah/Berawan,Jumat,2012,31.57,60.0417
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Fall,Berkabut,Sabtu,2012,27.299153,84.4167
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Fall,Hujan Ringan/Salju,Minggu,2012,24.429153,86.5417
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Fall,Berkabut,Senin,2012,27.3675,76.25
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Fall,Cerah/Berawan,Selasa,2012,30.408347,69.41669999999999
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Fall,Cerah/Berawan,Rabu,2012,30.784153,65.5
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Fall,Cerah/Berawan,Kamis,2012,29.690847,45.0
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Fall,Cerah/Berawan,Jumat,2012,31.843347,59.66669999999999
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Fall,Cerah/Berawan,Sabtu,2012,32.048347,59.458299999999994
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Fall,Cerah/Berawan,Minggu,2012,30.989152999999998,61.3333
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Fall,Cerah/Berawan,Senin,2012,29.588347,62.375
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Fall,Cerah/Berawan,Selasa,2012,29.964153,66.875
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Fall,Cerah/Berawan,Rabu,2012,29.246653,70.41669999999999
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Fall,Cerah/Berawan,Kamis,2012,29.4175,67.75
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Fall,Cerah/Berawan,Jumat,2012,30.8525,65.95830000000001
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Fall,Berkabut,Sabtu,2012,31.399153,64.25
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Fall,Cerah/Berawan,Minggu,2012,32.526652999999996,61.3333
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Fall,Cerah/Berawan,Senin,2012,31.535847,65.25
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Fall,Berkabut,Selasa,2012,30.8525,65.4167
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Fall,Berkabut,Rabu,2012,30.169152999999998,70.375
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Fall,Berkabut,Kamis,2012,30.75,67.29169999999999
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Fall,Cerah/Berawan,Jumat,2012,30.989152999999998,62.0417
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Fall,Berkabut,Sabtu,2012,29.349153,71.58330000000001
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Fall,Berkabut,Minggu,2012,28.392500000000002,73.2917
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Fall,Cerah/Berawan,Senin,2012,28.734153000000003,53.041700000000006
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Fall,Cerah/Berawan,Selasa,2012,29.554153,54.541700000000006
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Fall,Cerah/Berawan,Rabu,2012,29.793346999999997,68.6667
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Fall,Cerah/Berawan,Kamis,2012,28.973347,61.9583
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Fall,Cerah/Berawan,Jumat,2012,29.485847,51.916700000000006
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Fall,Cerah/Berawan,Sabtu,2012,29.656653,57.0833
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Fall,Cerah/Berawan,Minggu,2012,27.811653,60.3333
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Fall,Berkabut,Senin,2012,26.069153,71.1667
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Fall,Berkabut,Selasa,2012,26.069153,73.4167
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Fall,Cerah/Berawan,Rabu,2012,26.615847000000002,67.375
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Fall,Cerah/Berawan,Kamis,2012,27.3675,67.7083
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Fall,Cerah/Berawan,Jumat,2012,28.529153,63.5833
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Fall,Berkabut,Sabtu,2012,28.802500000000002,61.5
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Fall,Berkabut,Minggu,2012,27.128347,71.2917
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Fall,Berkabut,Senin,2012,26.786653,84.5833
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Fall,Cerah/Berawan,Selasa,2012,28.836653,73.04169999999999
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Fall,Cerah/Berawan,Rabu,2012,29.861653,62.0
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Fall,Cerah/Berawan,Kamis,2012,28.085,55.2083
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Fall,Cerah/Berawan,Jumat,2012,28.973347,59.0417
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Fall,Cerah/Berawan,Sabtu,2012,31.330847000000002,58.75
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Fall,Berkabut,Minggu,2012,30.886653000000003,63.8333
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Fall,Berkabut,Senin,2012,28.563347,81.5
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Fall,Cerah/Berawan,Selasa,2012,29.0075,79.0833
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Fall,Cerah/Berawan,Rabu,2012,29.759152999999998,75.5
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Fall,Cerah/Berawan,Kamis,2012,30.203346999999997,74.125
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Fall,Berkabut,Jumat,2012,28.563347,81.0417
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Fall,Cerah/Berawan,Sabtu,2012,28.836653,73.625
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Fall,Berkabut,Minggu,2012,27.025847,79.91669999999999
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Fall,Cerah/Berawan,Senin,2012,25.009999999999998,54.75
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Fall,Cerah/Berawan,Selasa,2012,23.916653,50.375
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Fall,Cerah/Berawan,Rabu,2012,23.677500000000002,52.0
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Fall,Cerah/Berawan,Kamis,2012,24.565847,57.7083
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Fall,Cerah/Berawan,Jumat,2012,25.1125,63.708299999999994
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Fall,Cerah/Berawan,Sabtu,2012,25.966653,67.25
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Fall,Cerah/Berawan,Minggu,2012,24.941653000000002,50.1667
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Fall,Cerah/Berawan,Senin,2012,23.779999999999998,56.99999999999999
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Fall,Berkabut,Selasa,2012,23.814153,73.4583
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Fall,Berkabut,Rabu,2012,25.556653,87.25
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Fall,Cerah/Berawan,Kamis,2012,22.6525,53.6667
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Fall,Cerah/Berawan,Jumat,2012,22.413347,61.8333
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Fall,Cerah/Berawan,Sabtu,2012,24.565847,66.875
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Fall,Cerah/Berawan,Minggu,2012,26.650000000000002,64.6667
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Winter,Cerah/Berawan,Senin,2012,21.695847,46.7083
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Winter,Cerah/Berawan,Selasa,2012,21.080847000000002,49.2917
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Winter,Cerah/Berawan,Rabu,2012,22.55,56.99999999999999
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Winter,Cerah/Berawan,Kamis,2012,26.035,63.083299999999994
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Winter,Berkabut,Jumat,2012,26.650000000000002,69.08330000000001
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Winter,Berkabut,Sabtu,2012,25.385847000000002,69.0
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Winter,Cerah/Berawan,Minggu,2012,22.2425,54.2917
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Winter,Cerah/Berawan,Senin,2012,21.593347,58.3333
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Winter,Berkabut,Selasa,2012,21.354153,64.9167
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Winter,Hujan Ringan/Salju,Rabu,2012,24.224153,87.16669999999999
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Winter,Berkabut,Kamis,2012,26.9575,79.375
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Winter,Berkabut,Jumat,2012,26.9575,72.2917
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Winter,Cerah/Berawan,Sabtu,2012,25.215,62.74999999999999
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Winter,Cerah/Berawan,Minggu,2012,22.720847,66.41669999999999
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Winter,Berkabut,Senin,2012,17.049153,70.8333
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Winter,Berkabut,Selasa,2012,15.716652999999999,70.9583
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Winter,Berkabut,Rabu,2012,18.313347,76.16669999999999
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Winter,Cerah/Berawan,Kamis,2012,21.080847000000002,63.083299999999994
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Winter,Cerah/Berawan,Jumat,2012,17.835,46.3333
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Winter,Cerah/Berawan,Sabtu,2012,17.9375,53.91669999999999
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Winter,Cerah/Berawan,Minggu,2012,16.126653,49.4583
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Winter,Cerah/Berawan,Senin,2012,21.388347,64.0417
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Winter,Berkabut,Selasa,2012,23.028347,70.75
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Winter,Cerah/Berawan,Rabu,2012,19.201653,55.833299999999994
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Winter,Cerah/Berawan,Kamis,2012,18.689153,69.2917
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Winter,Berkabut,Jumat,2012,21.4225,72.8333
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Winter,Berkabut,Sabtu,2012,23.096653,81.5
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Winter,Cerah/Berawan,Minggu,2012,19.850847,57.2917
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Winter,Cerah/Berawan,Senin,2012,19.030847,51.0
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Winter,Cerah/Berawan,Selasa,2012,19.9875,56.833299999999994
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Winter,Cerah/Berawan,Rabu,2012,22.310847,64.16669999999999
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Winter,Cerah/Berawan,Kamis,2012,24.087500000000002,63.625
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Winter,Berkabut,Jumat,2012,22.55,80.0417
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Winter,Berkabut,Sabtu,2012,22.379153000000002,80.7083
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Winter,Berkabut,Minggu,2012,21.73,72.0
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Winter,Berkabut,Senin,2012,19.5775,69.4583
